Directory,Breed
Images/n02093991-Irish_terrier/n02093991_118.jpg,Irish_terrier
Images/n02088364-beagle/n02088364_2415.jpg,beagle
Images/n02091831-Saluki/n02091831_11021.jpg,Saluki
Images/n02088094-Afghan_hound/n02088094_482.jpg,Afghan_hound
Images/n02093428-American_Staffordshire_terrier/n02093428_17796.jpg,American_Staffordshire_terrier
Images/n02097047-miniature_schnauzer/n02097047_2497.jpg,miniature_schnauzer
Images/n02096585-Boston_bull/n02096585_2809.jpg,Boston_bull
Images/n02112706-Brabancon_griffon/n02112706_1072.jpg,Brabancon_griffon
Images/n02111889-Samoyed/n02111889_2425.jpg,Samoyed
Images/n02105641-Old_English_sheepdog/n02105641_8720.jpg,Old_English_sheepdog
Images/n02110806-basenji/n02110806_4307.jpg,basenji
Images/n02093754-Border_terrier/n02093754_5298.jpg,Border_terrier
Images/n02097209-standard_schnauzer/n02097209_908.jpg,standard_schnauzer
Images/n02096051-Airedale/n02096051_6151.jpg,Airedale
Images/n02105505-komondor/n02105505_3887.jpg,komondor
Images/n02099601-golden_retriever/n02099601_816.jpg,golden_retriever
Images/n02099601-golden_retriever/n02099601_825.jpg,golden_retriever
Images/n02091831-Saluki/n02091831_10978.jpg,Saluki
Images/n02108915-French_bulldog/n02108915_7608.jpg,French_bulldog
Images/n02090622-borzoi/n02090622_7905.jpg,borzoi
Images/n02113624-toy_poodle/n02113624_9199.jpg,toy_poodle
Images/n02099849-Chesapeake_Bay_retriever/n02099849_1599.jpg,Chesapeake_Bay_retriever
Images/n02085782-Japanese_spaniel/n02085782_2279.jpg,Japanese_spaniel
Images/n02093647-Bedlington_terrier/n02093647_2427.jpg,Bedlington_terrier
Images/n02088094-Afghan_hound/n02088094_4307.jpg,Afghan_hound
Images/n02115913-dhole/n02115913_4031.jpg,dhole
Images/n02088238-basset/n02088238_665.jpg,basset
Images/n02099712-Labrador_retriever/n02099712_3776.jpg,Labrador_retriever
Images/n02101388-Brittany_spaniel/n02101388_2888.jpg,Brittany_spaniel
Images/n02111889-Samoyed/n02111889_13603.jpg,Samoyed
Images/n02088364-beagle/n02088364_14702.jpg,beagle
Images/n02104365-schipperke/n02104365_9873.jpg,schipperke
Images/n02098413-Lhasa/n02098413_18307.jpg,Lhasa
Images/n02102040-English_springer/n02102040_6890.jpg,English_springer
Images/n02102040-English_springer/n02102040_1201.jpg,English_springer
Images/n02096437-Dandie_Dinmont/n02096437_4384.jpg,Dandie_Dinmont
Images/n02096294-Australian_terrier/n02096294_5531.jpg,Australian_terrier
Images/n02106662-German_shepherd/n02106662_4522.jpg,German_shepherd
Images/n02100236-German_short-haired_pointer/n02100236_1941.jpg,German_short-haired_pointer
Images/n02098413-Lhasa/n02098413_3741.jpg,Lhasa
Images/n02106166-Border_collie/n02106166_7329.jpg,Border_collie
Images/n02086646-Blenheim_spaniel/n02086646_1677.jpg,Blenheim_spaniel
Images/n02112706-Brabancon_griffon/n02112706_762.jpg,Brabancon_griffon
Images/n02093428-American_Staffordshire_terrier/n02093428_3397.jpg,American_Staffordshire_terrier
Images/n02102318-cocker_spaniel/n02102318_9254.jpg,cocker_spaniel
Images/n02097130-giant_schnauzer/n02097130_2751.jpg,giant_schnauzer
Images/n02108000-EntleBucher/n02108000_339.jpg,EntleBucher
Images/n02091635-otterhound/n02091635_1590.jpg,otterhound
Images/n02093428-American_Staffordshire_terrier/n02093428_10365.jpg,American_Staffordshire_terrier
Images/n02098105-soft-coated_wheaten_terrier/n02098105_3989.jpg,soft-coated_wheaten_terrier
Images/n02111277-Newfoundland/n02111277_341.jpg,Newfoundland
Images/n02097474-Tibetan_terrier/n02097474_1962.jpg,Tibetan_terrier
Images/n02088094-Afghan_hound/n02088094_3233.jpg,Afghan_hound
Images/n02096437-Dandie_Dinmont/n02096437_2291.jpg,Dandie_Dinmont
Images/n02113624-toy_poodle/n02113624_925.jpg,toy_poodle
Images/n02108000-EntleBucher/n02108000_986.jpg,EntleBucher
Images/n02107312-miniature_pinscher/n02107312_4650.jpg,miniature_pinscher
Images/n02101388-Brittany_spaniel/n02101388_758.jpg,Brittany_spaniel
Images/n02097658-silky_terrier/n02097658_1137.jpg,silky_terrier
Images/n02102177-Welsh_springer_spaniel/n02102177_2010.jpg,Welsh_springer_spaniel
Images/n02086910-papillon/n02086910_5995.jpg,papillon
Images/n02110627-affenpinscher/n02110627_11263.jpg,affenpinscher
Images/n02092002-Scottish_deerhound/n02092002_1438.jpg,Scottish_deerhound
Images/n02107683-Bernese_mountain_dog/n02107683_3931.jpg,Bernese_mountain_dog
Images/n02097047-miniature_schnauzer/n02097047_2426.jpg,miniature_schnauzer
Images/n02101556-clumber/n02101556_6883.jpg,clumber
Images/n02113624-toy_poodle/n02113624_2784.jpg,toy_poodle
Images/n02096585-Boston_bull/n02096585_865.jpg,Boston_bull
Images/n02091635-otterhound/n02091635_3393.jpg,otterhound
Images/n02088632-bluetick/n02088632_301.jpg,bluetick
Images/n02109525-Saint_Bernard/n02109525_14676.jpg,Saint_Bernard
Images/n02104029-kuvasz/n02104029_1816.jpg,kuvasz
Images/n02111889-Samoyed/n02111889_18.jpg,Samoyed
Images/n02096294-Australian_terrier/n02096294_1231.jpg,Australian_terrier
Images/n02086079-Pekinese/n02086079_5197.jpg,Pekinese
Images/n02097209-standard_schnauzer/n02097209_15.jpg,standard_schnauzer
Images/n02091831-Saluki/n02091831_735.jpg,Saluki
Images/n02104029-kuvasz/n02104029_4815.jpg,kuvasz
Images/n02097658-silky_terrier/n02097658_8780.jpg,silky_terrier
Images/n02104029-kuvasz/n02104029_4131.jpg,kuvasz
Images/n02097209-standard_schnauzer/n02097209_384.jpg,standard_schnauzer
Images/n02109525-Saint_Bernard/n02109525_8312.jpg,Saint_Bernard
Images/n02092002-Scottish_deerhound/n02092002_6621.jpg,Scottish_deerhound
Images/n02106382-Bouvier_des_Flandres/n02106382_1151.jpg,Bouvier_des_Flandres
Images/n02110063-malamute/n02110063_13541.jpg,malamute
Images/n02109961-Eskimo_dog/n02109961_12993.jpg,Eskimo_dog
Images/n02109525-Saint_Bernard/n02109525_12392.jpg,Saint_Bernard
Images/n02089973-English_foxhound/n02089973_1841.jpg,English_foxhound
Images/n02087046-toy_terrier/n02087046_4315.jpg,toy_terrier
Images/n02102973-Irish_water_spaniel/n02102973_465.jpg,Irish_water_spaniel
Images/n02108089-boxer/n02108089_2432.jpg,boxer
Images/n02093647-Bedlington_terrier/n02093647_2665.jpg,Bedlington_terrier
Images/n02092339-Weimaraner/n02092339_14.jpg,Weimaraner
Images/n02113799-standard_poodle/n02113799_2733.jpg,standard_poodle
Images/n02110185-Siberian_husky/n02110185_13704.jpg,Siberian_husky
Images/n02094258-Norwich_terrier/n02094258_1091.jpg,Norwich_terrier
Images/n02102318-cocker_spaniel/n02102318_4172.jpg,cocker_spaniel
Images/n02106030-collie/n02106030_16250.jpg,collie
Images/n02111500-Great_Pyrenees/n02111500_7655.jpg,Great_Pyrenees
Images/n02106030-collie/n02106030_15074.jpg,collie
Images/n02097047-miniature_schnauzer/n02097047_1394.jpg,miniature_schnauzer
Images/n02097658-silky_terrier/n02097658_7445.jpg,silky_terrier
Images/n02086910-papillon/n02086910_2556.jpg,papillon
Images/n02106550-Rottweiler/n02106550_1366.jpg,Rottweiler
Images/n02097130-giant_schnauzer/n02097130_1823.jpg,giant_schnauzer
Images/n02102973-Irish_water_spaniel/n02102973_1615.jpg,Irish_water_spaniel
Images/n02099267-flat-coated_retriever/n02099267_4906.jpg,flat-coated_retriever
Images/n02112706-Brabancon_griffon/n02112706_350.jpg,Brabancon_griffon
Images/n02107312-miniature_pinscher/n02107312_5567.jpg,miniature_pinscher
Images/n02091244-Ibizan_hound/n02091244_5400.jpg,Ibizan_hound
Images/n02091467-Norwegian_elkhound/n02091467_5592.jpg,Norwegian_elkhound
Images/n02106662-German_shepherd/n02106662_17449.jpg,German_shepherd
Images/n02091831-Saluki/n02091831_10290.jpg,Saluki
Images/n02096585-Boston_bull/n02096585_4575.jpg,Boston_bull
Images/n02112018-Pomeranian/n02112018_612.jpg,Pomeranian
Images/n02088094-Afghan_hound/n02088094_537.jpg,Afghan_hound
Images/n02111889-Samoyed/n02111889_16334.jpg,Samoyed
Images/n02091467-Norwegian_elkhound/n02091467_1315.jpg,Norwegian_elkhound
Images/n02096437-Dandie_Dinmont/n02096437_4435.jpg,Dandie_Dinmont
Images/n02100877-Irish_setter/n02100877_1453.jpg,Irish_setter
Images/n02090622-borzoi/n02090622_6166.jpg,borzoi
Images/n02110185-Siberian_husky/n02110185_4522.jpg,Siberian_husky
Images/n02101006-Gordon_setter/n02101006_2516.jpg,Gordon_setter
Images/n02108422-bull_mastiff/n02108422_3970.jpg,bull_mastiff
Images/n02096177-cairn/n02096177_2842.jpg,cairn
Images/n02106662-German_shepherd/n02106662_3815.jpg,German_shepherd
Images/n02105505-komondor/n02105505_4290.jpg,komondor
Images/n02111500-Great_Pyrenees/n02111500_9018.jpg,Great_Pyrenees
Images/n02091831-Saluki/n02091831_3675.jpg,Saluki
Images/n02109525-Saint_Bernard/n02109525_6215.jpg,Saint_Bernard
Images/n02093256-Staffordshire_bullterrier/n02093256_10078.jpg,Staffordshire_bullterrier
Images/n02096051-Airedale/n02096051_1740.jpg,Airedale
Images/n02112706-Brabancon_griffon/n02112706_220.jpg,Brabancon_griffon
Images/n02098105-soft-coated_wheaten_terrier/n02098105_2897.jpg,soft-coated_wheaten_terrier
Images/n02091244-Ibizan_hound/n02091244_1182.jpg,Ibizan_hound
Images/n02092339-Weimaraner/n02092339_6401.jpg,Weimaraner
Images/n02104029-kuvasz/n02104029_4079.jpg,kuvasz
Images/n02104365-schipperke/n02104365_8706.jpg,schipperke
Images/n02102973-Irish_water_spaniel/n02102973_2220.jpg,Irish_water_spaniel
Images/n02105412-kelpie/n02105412_2800.jpg,kelpie
Images/n02091244-Ibizan_hound/n02091244_1938.jpg,Ibizan_hound
Images/n02108915-French_bulldog/n02108915_3202.jpg,French_bulldog
Images/n02097130-giant_schnauzer/n02097130_4888.jpg,giant_schnauzer
Images/n02085782-Japanese_spaniel/n02085782_2978.jpg,Japanese_spaniel
Images/n02093859-Kerry_blue_terrier/n02093859_86.jpg,Kerry_blue_terrier
Images/n02097298-Scotch_terrier/n02097298_759.jpg,Scotch_terrier
Images/n02097047-miniature_schnauzer/n02097047_2917.jpg,miniature_schnauzer
Images/n02088364-beagle/n02088364_14968.jpg,beagle
Images/n02110627-affenpinscher/n02110627_10437.jpg,affenpinscher
Images/n02097474-Tibetan_terrier/n02097474_8132.jpg,Tibetan_terrier
Images/n02086240-Shih-Tzu/n02086240_9551.jpg,Shih-Tzu
Images/n02113023-Pembroke/n02113023_9306.jpg,Pembroke
Images/n02112018-Pomeranian/n02112018_161.jpg,Pomeranian
Images/n02093647-Bedlington_terrier/n02093647_3453.jpg,Bedlington_terrier
Images/n02107312-miniature_pinscher/n02107312_3841.jpg,miniature_pinscher
Images/n02110958-pug/n02110958_15129.jpg,pug
Images/n02085782-Japanese_spaniel/n02085782_626.jpg,Japanese_spaniel
Images/n02110627-affenpinscher/n02110627_8621.jpg,affenpinscher
Images/n02094114-Norfolk_terrier/n02094114_2245.jpg,Norfolk_terrier
Images/n02085620-Chihuahua/n02085620_2706.jpg,Chihuahua
Images/n02108089-boxer/n02108089_149.jpg,boxer
Images/n02097474-Tibetan_terrier/n02097474_5334.jpg,Tibetan_terrier
Images/n02104029-kuvasz/n02104029_4777.jpg,kuvasz
Images/n02105855-Shetland_sheepdog/n02105855_5880.jpg,Shetland_sheepdog
Images/n02093991-Irish_terrier/n02093991_3082.jpg,Irish_terrier
Images/n02106662-German_shepherd/n02106662_23196.jpg,German_shepherd
Images/n02111500-Great_Pyrenees/n02111500_3200.jpg,Great_Pyrenees
Images/n02091635-otterhound/n02091635_4045.jpg,otterhound
Images/n02099267-flat-coated_retriever/n02099267_5552.jpg,flat-coated_retriever
Images/n02096437-Dandie_Dinmont/n02096437_4480.jpg,Dandie_Dinmont
Images/n02113712-miniature_poodle/n02113712_2502.jpg,miniature_poodle
Images/n02088094-Afghan_hound/n02088094_6241.jpg,Afghan_hound
Images/n02108915-French_bulldog/n02108915_696.jpg,French_bulldog
Images/n02091134-whippet/n02091134_4149.jpg,whippet
Images/n02090379-redbone/n02090379_4138.jpg,redbone
Images/n02106166-Border_collie/n02106166_1674.jpg,Border_collie
Images/n02097209-standard_schnauzer/n02097209_1063.jpg,standard_schnauzer
Images/n02105855-Shetland_sheepdog/n02105855_19002.jpg,Shetland_sheepdog
Images/n02110627-affenpinscher/n02110627_8050.jpg,affenpinscher
Images/n02105412-kelpie/n02105412_5373.jpg,kelpie
Images/n02104029-kuvasz/n02104029_4317.jpg,kuvasz
Images/n02090379-redbone/n02090379_1382.jpg,redbone
Images/n02101006-Gordon_setter/n02101006_1707.jpg,Gordon_setter
Images/n02091244-Ibizan_hound/n02091244_1635.jpg,Ibizan_hound
Images/n02108422-bull_mastiff/n02108422_2947.jpg,bull_mastiff
Images/n02091032-Italian_greyhound/n02091032_3886.jpg,Italian_greyhound
Images/n02090379-redbone/n02090379_5404.jpg,redbone
Images/n02104029-kuvasz/n02104029_247.jpg,kuvasz
Images/n02091635-otterhound/n02091635_782.jpg,otterhound
Images/n02115913-dhole/n02115913_44.jpg,dhole
Images/n02086240-Shih-Tzu/n02086240_739.jpg,Shih-Tzu
Images/n02104029-kuvasz/n02104029_3427.jpg,kuvasz
Images/n02107574-Greater_Swiss_Mountain_dog/n02107574_2386.jpg,Greater_Swiss_Mountain_dog
Images/n02110185-Siberian_husky/n02110185_5172.jpg,Siberian_husky
Images/n02107683-Bernese_mountain_dog/n02107683_5848.jpg,Bernese_mountain_dog
Images/n02115913-dhole/n02115913_262.jpg,dhole
Images/n02086646-Blenheim_spaniel/n02086646_3721.jpg,Blenheim_spaniel
Images/n02107683-Bernese_mountain_dog/n02107683_6846.jpg,Bernese_mountain_dog
Images/n02085782-Japanese_spaniel/n02085782_1949.jpg,Japanese_spaniel
Images/n02106550-Rottweiler/n02106550_1388.jpg,Rottweiler
Images/n02086910-papillon/n02086910_5530.jpg,papillon
Images/n02100236-German_short-haired_pointer/n02100236_3683.jpg,German_short-haired_pointer
Images/n02113712-miniature_poodle/n02113712_1147.jpg,miniature_poodle
Images/n02102040-English_springer/n02102040_709.jpg,English_springer
Images/n02096585-Boston_bull/n02096585_8971.jpg,Boston_bull
Images/n02115913-dhole/n02115913_2264.jpg,dhole
Images/n02089867-Walker_hound/n02089867_1133.jpg,Walker_hound
Images/n02086079-Pekinese/n02086079_19863.jpg,Pekinese
Images/n02093256-Staffordshire_bullterrier/n02093256_5646.jpg,Staffordshire_bullterrier
Images/n02101556-clumber/n02101556_4826.jpg,clumber
Images/n02100877-Irish_setter/n02100877_5489.jpg,Irish_setter
Images/n02091134-whippet/n02091134_13109.jpg,whippet
Images/n02111889-Samoyed/n02111889_7100.jpg,Samoyed
Images/n02093754-Border_terrier/n02093754_5928.jpg,Border_terrier
Images/n02099267-flat-coated_retriever/n02099267_1862.jpg,flat-coated_retriever
